enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
4283,5,0.92,1,1,2,1,5,4,8,6,0,52,0
18998,13,0.926,1,0,2,1,5,9,7,6,4,39,0
2003,5,0.92,1,0,0,1,5,4,8,6,1,112,1
31786,5,0.92,1,1,2,3,5,21,3,5,5,14,0
8241,48,0.91,1,0,2,0,5,11,8,6,1,4,0
12154,48,0.91,1,0,2,2,0,21,1,2,5,55,0
23455,64,0.624,1,0,2,0,5,6,2,5,4,49,1
19882,48,0.91,1,0,2,0,5,15,8,6,5,72,0
28817,114,0.925,1,0,0,0,5,14,5,5,3,141,1
4656,13,0.926,1,1,2,1,5,6,8,5,0,28,0
7280,5,0.92,1,0,2,0,5,13,2,5,1,6,0
16903,5,0.92,1,0,2,0,3,17,5,5,1,125,0
13333,103,0.939,1,0,2,0,5,21,8,6,0,326,0
26241,5,0.92,1,0,2,0,4,21,0,5,2,33,0
12381,4,0.804,1,1,2,2,5,6,2,5,5,40,0
4064,49,0.92,1,0,2,0,5,18,8,6,1,198,1
32092,5,0.92,0,0,2,2,5,15,2,5,5,55,0
3766,42,0.698,1,1,2,0,5,21,4,5,5,32,0
30496,5,0.92,1,0,2,0,0,21,0,5,5,11,0
7189,101,0.754,1,0,2,0,5,21,6,5,1,41,0
29497,5,0.92,1,0,2,2,5,21,2,4,5,87,1
31593,95,0.855,1,0,2,2,5,10,0,5,4,114,0
12384,98,0.698,1,0,2,0,5,21,8,6,5,33,0
11986,116,0.698,1,0,1,2,5,5,6,0,1,15,0
31033,48,0.91,1,1,0,1,5,3,8,6,1,8,0
14835,55,0.878,0,0,1,1,5,2,0,2,1,22,0
3728,5,0.92,1,0,2,2,5,21,5,5,4,13,0
3024,121,0.949,1,0,2,0,5,21,6,4,1,246,0
23508,5,0.92,1,0,2,2,5,9,7,5,1,22,0
29457,5,0.92,1,0,2,2,5,21,6,1,1,81,0
12297,56,0.776,1,0,0,0,5,4,7,1,1,11,0
27708,119,0.698,1,1,0,0,5,5,5,6,1,24,1
3065,5,0.92,1,0,2,0,5,21,0,1,1,50,0
29226,6,0.924,1,1,0,1,5,6,8,6,0,15,0
5493,70,0.939,1,0,2,2,5,21,7,5,5,31,0
2891,13,0.926,1,0,2,2,5,21,3,5,0,84,0
32509,30,0.897,1,0,1,0,5,4,2,5,1,42,0
31841,64,0.624,1,0,2,0,5,10,7,5,5,105,1
907,5,0.92,0,0,2,0,5,21,3,5,5,72,0
29526,14,0.789,1,0,2,0,5,14,7,5,5,42,1
10956,119,0.698,1,0,2,0,5,15,3,0,1,152,0
26099,5,0.92,1,0,2,0,5,12,2,5,1,60,0
26163,64,0.624,1,1,0,2,5,2,8,6,0,8,0
4120,48,0.91,1,1,0,2,5,13,8,6,3,17,1
7335,112,0.923,1,1,2,1,5,1,8,6,1,33,0
706,48,0.91,1,0,2,2,5,4,0,1,0,38,0
9890,5,0.92,1,0,2,0,2,14,6,0,2,178,0
32683,49,0.92,1,0,2,0,5,15,3,5,1,11,0
27104,74,0.893,1,0,2,1,5,21,8,6,0,87,0
7731,94,0.802,1,0,2,0,5,13,8,6,0,84,0
31943,99,0.884,1,0,2,0,5,21,0,0,2,32,0
22899,2,0.887,1,0,2,2,5,9,0,5,1,31,1
33339,64,0.624,1,1,2,0,5,2,4,4,1,39,0
20866,90,0.775,1,0,2,0,5,7,7,5,1,12,0
21634,64,0.624,1,0,0,0,5,5,2,5,1,50,0
29529,51,0.903,1,0,2,0,5,3,0,5,1,55,1
4478,11,0.55,1,0,2,0,5,5,3,5,1,7,1
32095,5,0.92,1,0,2,2,2,2,3,0,1,104,0
18272,49,0.92,1,0,0,0,1,21,8,6,5,90,1
30098,5,0.92,1,0,2,2,4,21,0,5,5,8,0
23825,64,0.624,1,1,0,0,5,2,8,6,0,102,0
7672,64,0.624,1,0,2,2,5,0,7,5,1,202,1
5633,39,0.555,1,0,2,0,5,4,0,5,1,22,0
30695,64,0.624,1,1,0,0,5,3,8,5,0,42,0
5573,49,0.92,1,1,2,4,5,4,8,5,0,50,0
24936,64,0.624,1,0,2,2,5,3,3,1,1,88,0
397,101,0.754,1,0,2,0,5,5,1,5,4,81,0
31602,5,0.92,1,0,2,2,5,21,2,5,1,7,0
5278,64,0.624,1,1,2,0,5,3,8,5,0,218,0
16814,48,0.91,1,0,2,0,5,21,2,5,5,62,0
19249,5,0.92,1,0,2,0,5,6,3,5,1,83,0
9475,70,0.939,1,0,2,0,5,9,1,5,5,11,0
4865,13,0.926,1,1,1,3,5,21,3,6,5,10,0
20881,70,0.939,1,0,2,2,5,10,1,5,1,114,0
21563,64,0.624,1,0,2,2,5,3,3,5,1,36,0
25114,4,0.804,1,1,2,2,5,6,7,5,1,17,0
26002,48,0.91,1,1,0,0,5,2,8,6,0,80,1
8528,49,0.92,1,0,1,0,5,21,3,4,5,108,0
6141,5,0.92,1,0,2,0,5,2,0,5,2,45,0
27667,5,0.92,1,1,0,0,5,5,8,6,0,77,0
2821,13,0.926,1,0,2,2,5,15,0,5,2,8,0
21216,55,0.878,1,1,2,0,5,5,8,6,1,28,0
25495,36,0.727,0,0,2,0,5,9,0,1,5,37,0
20791,48,0.91,1,1,0,0,5,2,8,6,2,108,1
28015,5,0.92,1,0,2,0,5,13,4,5,2,162,0
10685,101,0.754,1,0,0,1,5,9,8,6,5,41,0
405,51,0.903,1,0,2,2,5,19,0,5,4,4,0
13891,99,0.884,0,1,2,3,5,3,1,4,1,41,0
33050,51,0.903,1,0,2,0,5,17,2,5,2,12,0
399,5,0.92,1,0,2,0,5,21,3,5,1,190,0
8202,64,0.624,1,0,2,0,5,7,3,5,5,29,1
8751,5,0.92,1,0,2,0,5,6,0,4,1,11,0
20744,5,0.92,1,1,0,1,5,3,2,5,1,30,0
25380,5,0.92,1,0,2,2,5,13,0,6,5,39,0
24617,4,0.804,1,0,0,1,5,9,8,6,1,16,0
12509,13,0.926,1,1,2,0,5,21,3,5,5,5,0
25473,68,0.698,1,1,0,1,5,8,8,6,0,39,0
13083,13,0.926,1,0,2,2,5,10,3,5,5,29,0
12454,64,0.624,1,0,0,2,5,4,3,2,2,210,0
3500,5,0.92,2,1,1,1,5,6,3,1,1,54,0
15922,49,0.92,1,0,2,0,5,9,3,5,3,44,0
6685,48,0.91,1,0,2,0,5,15,8,6,5,47,0
28838,5,0.92,1,0,2,0,5,21,1,2,5,74,0
24082,64,0.624,1,0,2,2,5,6,7,5,1,8,1
24846,64,0.624,1,1,0,0,5,7,8,6,0,20,1
1020,5,0.92,1,0,2,0,5,3,4,5,1,162,0
6189,74,0.893,1,1,2,0,1,2,3,5,1,110,0
16994,83,0.762,2,0,1,1,5,3,7,5,1,262,0
13135,31,0.836,1,0,2,2,5,14,8,6,1,6,0
14578,93,0.666,1,0,1,0,5,9,7,5,1,19,1
20732,93,0.666,2,1,2,0,5,21,3,5,5,23,1
16496,64,0.624,1,1,2,0,5,0,8,6,1,107,1
16537,30,0.897,1,0,2,2,5,15,2,6,5,134,0
17358,13,0.926,1,0,2,2,5,11,7,0,1,40,0
21933,99,0.884,1,0,2,0,5,12,3,5,1,11,0
7342,49,0.92,1,0,2,0,5,11,8,6,3,102,0
5630,64,0.624,1,1,0,0,5,2,8,6,0,100,0
24152,112,0.923,1,1,2,2,5,3,2,5,0,30,0
17762,5,0.92,1,1,2,1,5,5,8,6,1,20,1
4310,5,0.92,1,0,2,0,5,14,1,5,3,4,0
5142,48,0.91,1,1,2,4,5,5,8,6,0,15,0
22319,64,0.624,1,1,2,0,5,0,8,6,1,14,1
30912,112,0.923,1,1,2,4,5,1,8,5,0,103,0
20976,49,0.92,1,0,1,0,5,5,1,4,2,40,0
13150,48,0.91,1,0,2,3,5,21,0,5,2,27,0
12206,13,0.926,1,1,2,1,5,10,0,5,5,46,0
9407,13,0.926,1,0,2,1,5,7,3,5,5,110,0
13152,5,0.92,1,0,2,0,5,13,3,1,1,96,0
1069,5,0.92,1,0,2,0,5,5,2,5,2,57,0
25418,49,0.92,1,0,0,0,5,6,8,6,1,240,0
22689,121,0.949,1,0,2,0,5,4,3,1,4,42,0
5104,103,0.939,1,0,2,2,5,7,8,6,1,16,1
13994,18,0.64,1,0,2,0,5,21,3,5,0,40,1
27064,5,0.92,1,0,2,0,5,5,0,1,2,94,0
14598,75,0.794,1,1,2,0,5,9,5,5,1,160,0
9571,55,0.878,1,1,1,0,5,10,7,0,1,25,0
30854,80,0.516,1,0,2,0,5,9,6,0,1,11,0
25290,55,0.878,1,0,2,1,5,0,0,5,1,29,0
29640,116,0.698,1,0,2,0,5,8,8,6,1,23,0
17519,36,0.727,1,0,2,0,5,10,7,5,2,113,0
12111,101,0.754,1,0,2,0,5,15,8,6,2,56,0
6085,6,0.924,1,1,0,0,5,2,8,6,1,39,1
27277,5,0.92,1,1,2,0,5,2,1,5,1,20,0
31692,49,0.92,1,0,0,0,5,21,2,5,1,40,0
6052,5,0.92,1,0,2,2,5,21,6,5,5,56,0
18161,39,0.555,1,1,0,0,5,4,8,6,1,106,0
12934,13,0.926,1,0,1,0,5,19,4,5,2,64,0
30400,101,0.754,1,0,2,0,5,5,2,5,1,51,0
26419,95,0.855,0,0,0,0,5,6,1,5,2,41,0
4188,5,0.92,1,0,2,0,5,20,0,5,5,150,0
12117,102,0.579,1,0,2,0,5,4,7,5,1,320,0
28847,30,0.897,1,0,2,2,5,7,8,6,0,20,0
30472,64,0.624,1,1,0,0,5,4,1,5,1,9,1
32534,4,0.804,1,0,0,0,5,9,5,5,1,74,0
22395,64,0.624,1,0,2,2,5,3,8,4,1,129,1
4876,95,0.855,0,0,2,2,5,10,8,6,1,42,0
25182,91,0.913,1,1,2,1,5,2,0,5,0,58,0
26135,5,0.92,1,1,0,1,5,3,8,6,1,126,1
7517,5,0.92,1,1,2,1,5,4,8,6,1,45,1
2793,112,0.923,1,0,2,0,5,21,7,5,5,166,0
25174,91,0.913,1,0,2,0,5,2,3,5,1,110,0
5593,5,0.92,1,0,0,0,5,21,8,6,1,37,0
14003,4,0.804,0,0,1,0,5,2,8,6,1,95,1
33057,5,0.92,1,0,2,0,5,21,8,6,5,29,1
30484,13,0.926,1,0,2,2,5,21,3,5,5,31,0
14688,15,0.743,1,1,0,2,5,11,3,5,5,97,0
25459,13,0.926,1,1,2,4,5,3,8,6,0,16,0
23657,5,0.92,1,1,2,4,5,4,8,6,0,14,0
20322,4,0.804,1,0,2,3,5,21,0,5,5,206,0
22194,5,0.92,0,0,2,0,5,2,7,1,1,204,0
31401,5,0.92,1,0,2,2,5,18,2,5,2,116,0
14914,4,0.804,1,0,2,2,5,16,0,5,4,161,0
20376,49,0.92,1,0,2,0,5,21,8,6,5,25,1
27530,5,0.92,1,0,2,0,5,18,4,5,5,94,0
24701,5,0.92,1,0,2,0,5,15,2,5,5,16,0
6790,116,0.698,1,0,0,2,5,15,8,6,1,100,0
10102,5,0.92,1,0,2,0,5,20,2,5,0,107,0
10338,45,0.769,1,0,1,2,5,11,8,6,1,17,0
15701,48,0.91,1,0,2,0,5,10,6,5,1,140,0
21218,103,0.939,1,0,2,0,2,3,2,5,2,75,0
1586,103,0.939,1,0,2,1,5,6,8,6,1,59,0
9189,65,0.899,1,0,2,1,5,6,3,6,1,146,0
13788,118,0.865,1,1,2,0,5,3,8,6,0,302,0
10752,95,0.855,0,0,2,2,5,9,0,5,2,42,1
28406,5,0.92,1,0,2,0,3,14,8,5,1,131,0
26320,119,0.698,1,0,1,1,5,9,8,6,4,74,0
17460,48,0.91,0,0,2,0,5,7,2,5,1,22,0
18657,4,0.804,1,1,2,0,5,3,8,6,0,53,1
9384,91,0.913,1,0,2,2,5,21,4,5,5,143,0
4269,95,0.855,0,0,2,0,5,14,3,5,2,72,0
14935,5,0.92,1,0,2,1,5,11,4,5,1,7,0
28033,30,0.897,1,1,0,0,5,3,3,0,1,182,0
1568,122,0.915,1,0,2,0,5,15,3,5,4,50,0
15465,2,0.887,1,0,2,1,5,2,3,4,1,82,0
26233,48,0.91,1,0,2,0,5,2,2,5,1,58,0
24729,6,0.924,1,0,2,0,5,9,7,5,1,94,0
29440,64,0.624,1,0,2,0,5,4,6,6,2,60,1
32652,94,0.802,1,0,0,2,5,5,0,5,4,124,0
28556,41,0.689,1,1,2,4,5,2,8,6,2,46,0
12875,43,0.698,1,1,0,2,5,3,8,2,2,57,1
21078,49,0.92,0,0,2,0,5,9,3,5,1,17,0
30331,5,0.92,1,0,2,0,5,14,5,5,5,101,0
5899,42,0.698,1,1,2,4,5,3,8,5,0,31,0
22787,30,0.897,1,0,2,0,5,21,8,6,1,36,0
27435,74,0.893,1,0,1,0,5,15,8,6,4,198,0
2855,48,0.91,1,1,2,2,5,5,2,5,0,31,0
18385,11,0.55,1,0,2,2,5,9,3,5,1,12,0
27866,5,0.92,1,0,2,0,5,21,3,1,1,31,0
7328,5,0.92,1,0,2,0,5,20,8,6,5,26,1
24807,5,0.92,1,0,2,0,5,6,3,5,1,55,0
27113,64,0.624,1,0,2,0,5,11,8,6,5,8,1
6008,48,0.91,1,0,2,1,5,21,0,5,5,38,0
760,65,0.899,1,0,2,0,2,16,8,6,2,8,0
2990,55,0.878,1,0,2,2,5,21,1,5,3,32,1
28229,77,0.776,1,0,1,0,5,18,0,1,5,51,0
4162,4,0.804,1,0,0,0,5,9,5,5,2,22,0
27326,13,0.926,1,0,0,1,5,7,8,6,1,17,0
604,48,0.91,1,1,2,0,5,3,8,6,0,24,0
2194,65,0.899,1,0,2,0,5,5,7,1,1,19,0
21564,64,0.624,1,0,0,2,5,9,3,5,2,46,1
17432,48,0.91,0,0,2,0,5,13,3,5,5,15,0
13952,49,0.92,1,0,2,2,5,21,8,6,5,23,1
1988,74,0.893,1,0,2,0,5,21,0,5,5,38,0
23691,64,0.624,1,1,0,2,5,4,8,6,0,46,1
10481,4,0.804,1,1,0,0,1,0,8,6,0,214,0
8540,5,0.92,1,0,2,0,5,21,1,4,5,52,0
8806,5,0.92,0,1,2,0,5,0,8,6,0,22,1
15468,13,0.926,1,0,2,2,5,15,0,5,2,65,0
32747,49,0.92,1,0,0,0,3,14,3,5,1,64,0
1297,5,0.92,1,0,2,0,5,7,5,5,4,86,0
4075,2,0.887,1,1,0,0,5,4,8,6,1,52,1
12772,30,0.897,1,0,2,2,5,14,8,6,5,21,0
22517,13,0.926,1,1,2,0,5,3,1,4,1,86,0
26388,30,0.897,1,1,0,2,5,5,8,6,4,288,1
30676,48,0.91,1,0,2,2,5,21,0,5,5,53,0
18376,103,0.939,1,0,2,0,5,17,3,6,1,60,0
10970,48,0.91,1,0,2,2,5,18,8,6,5,178,0
29961,103,0.939,1,0,2,3,5,21,3,5,2,166,0
5136,6,0.924,1,0,2,3,2,21,8,6,1,62,0
20369,64,0.624,1,0,0,0,5,7,2,6,1,35,0
23505,5,0.92,1,0,2,0,5,17,0,5,5,106,0
11751,31,0.836,1,1,2,0,5,6,6,5,0,58,0
12038,116,0.698,1,0,0,2,5,21,8,6,1,44,1
28590,48,0.91,1,0,2,2,5,6,3,1,1,72,0
32699,5,0.92,1,0,2,1,5,18,2,5,1,80,0
10370,103,0.939,1,0,2,2,5,16,5,2,2,166,0
4095,1,0.895,1,0,2,2,5,21,0,5,1,25,0
5340,5,0.92,1,0,2,0,1,21,2,5,0,109,0
9217,99,0.884,1,0,2,0,5,1,6,0,1,37,0
15294,11,0.55,1,1,0,0,5,4,8,6,0,55,1
23901,5,0.92,1,1,2,0,5,3,8,6,0,32,0
5673,82,0.89,1,1,2,0,5,9,3,5,3,51,0
25421,5,0.92,1,0,2,0,5,16,3,1,1,84,0
20698,13,0.926,1,0,2,0,5,21,4,2,1,72,0
41,2,0.887,1,0,2,1,5,21,0,5,1,47,0
23636,95,0.855,1,1,0,0,5,12,8,6,4,47,0
9387,101,0.754,1,0,2,1,5,6,6,1,2,20,0
21466,64,0.624,1,0,2,0,5,8,8,6,1,198,1
9515,5,0.92,1,1,2,0,4,2,1,4,1,64,0
20743,85,0.896,1,0,2,2,5,15,2,5,5,23,1
25766,99,0.884,1,1,0,2,5,14,0,4,3,96,0
4626,64,0.624,1,1,2,1,5,2,8,5,0,306,0
4642,101,0.754,1,0,2,0,5,9,6,2,1,8,0
16178,83,0.762,1,0,2,0,5,21,0,5,1,48,0
1829,64,0.624,1,0,2,0,5,8,7,5,1,98,1
2377,13,0.926,1,1,2,3,5,7,4,2,0,46,0
8287,5,0.92,1,1,0,0,5,1,8,6,1,53,1
10529,5,0.92,1,0,2,0,0,21,6,5,1,102,0
30608,49,0.92,1,1,0,0,5,4,8,6,1,76,0
27546,5,0.92,1,1,2,4,5,1,8,6,0,43,0
32324,5,0.92,1,1,2,0,5,21,3,5,5,32,0
8442,95,0.855,1,0,2,0,5,5,8,6,1,54,0
8151,50,0.767,1,0,0,2,5,8,7,5,1,7,0
15796,99,0.884,0,0,2,2,5,3,8,6,2,322,1
9420,109,0.847,1,0,2,0,5,21,4,6,0,96,0
17083,49,0.92,0,0,0,0,5,4,5,5,1,7,0
16414,48,0.91,1,0,2,0,5,16,7,5,1,53,0
32340,95,0.855,1,0,2,0,5,10,7,1,1,161,0
18462,30,0.897,1,1,2,2,5,8,7,5,1,11,0
7996,78,0.827,1,0,2,0,5,9,0,4,2,6,0
30636,64,0.624,1,1,0,0,5,1,3,6,1,72,1
29982,7,0.794,0,0,2,2,2,6,3,5,1,182,0
29217,103,0.939,1,0,2,0,5,21,5,5,5,67,0
18454,24,0.527,0,1,2,0,5,1,8,6,1,50,0
22508,99,0.884,0,1,1,0,5,5,0,5,1,16,0
25969,48,0.91,1,0,2,0,5,21,2,5,5,38,0
28080,5,0.92,2,0,2,0,0,5,7,0,1,98,0
21134,98,0.698,1,1,1,0,5,4,8,6,2,7,1
30925,49,0.92,1,1,0,0,5,2,8,6,1,88,0
29000,99,0.884,1,0,2,2,5,4,0,5,2,112,0
26925,46,0.766,2,0,0,0,5,15,5,6,0,30,1
7696,21,0.738,1,0,2,0,5,9,3,1,1,9,0
25525,95,0.855,2,1,0,1,5,4,2,5,1,36,0
21989,48,0.91,1,0,2,0,5,19,0,5,4,24,0
10984,5,0.92,1,0,2,2,2,2,2,2,1,28,0
26543,55,0.878,1,0,1,0,5,10,3,4,1,166,0
32043,64,0.624,1,0,0,2,5,10,3,5,2,61,1
15343,83,0.762,1,0,2,0,5,21,3,4,3,24,0
